answer_llm,answer_orig,document,question,section
You can receive Carer’s Allowance if you’re over State Pension age but it may affect your pension.,You can receive Carer’s Allowance if you’re over State Pension age but it may affect your pension.,29755787-71f6-55ee-83f4-c628a06c826f,Is there an impact on State Pension upon receiving Carer's Allowance for those above the age limit?,general claim benefits
Respite care services,Respite care services can provide short-term relief for carers.,ba7fcb90-2a7d-5fa3-bbd1-b952023c4251,What services offer temporary relief for carers?,general claim benefits
Respite care services can provide short-term relief for carers.,Respite care services can provide short-term relief for carers.,ba7fcb90-2a7d-5fa3-bbd1-b952023c4251,How can carers take a short break?,general claim benefits
Respite care services can provide short-term relief for carers.,Respite care services can provide short-term relief for carers.,ba7fcb90-2a7d-5fa3-bbd1-b952023c4251,What options are available for carers needing a break?,general claim benefits
Respite care is provided by local councils and care agencies to give carers a break.,Respite care services can provide short-term relief for carers.,ba7fcb90-2a7d-5fa3-bbd1-b952023c4251,How to arrange temporary care for someone I am looking after?,general claim benefits
Respite care services can provide short-term relief for carers.,Respite care services can provide short-term relief for carers.,ba7fcb90-2a7d-5fa3-bbd1-b952023c4251,What kind of support exists for carers needing a break?,general claim benefits
There are numerous local and national support groups for carers that offer advice and community.,There are numerous local and national support groups for carers that offer advice and community.,097ece5d-487b-5462-b23c-47243c4d5c74,What kind of organizations help carers with advice and community?,general claim benefits
Yes Carer’s Allowance is the main benefit for carers with additional support available through other benefits.,There are numerous local and national support groups for carers that offer advice and community.,097ece5d-487b-5462-b23c-47243c4d5c74,Are there local and national resources for carers seeking support?,general claim benefits
There are numerous local and national support groups for carers that offer advice and community.,There are numerous local and national support groups for carers that offer advice and community.,097ece5d-487b-5462-b23c-47243c4d5c74,Where can carers find groups that offer assistance and advice?,general claim benefits
There are numerous local and national support groups for carers that offer advice and community.,There are numerous local and national support groups for carers that offer advice and community.,097ece5d-487b-5462-b23c-47243c4d5c74,Do support groups for carers provide guidance and a sense of community?,general claim benefits
There are numerous local and national support groups for carers that offer advice and community.,There are numerous local and national support groups for carers that offer advice and community.,097ece5d-487b-5462-b23c-47243c4d5c74,Can carers access support through both local and national groups?,general claim benefits
This card offers discounted travel for job seekers to attend interviews and work.,This card offers discounted travel for job seekers to attend interviews and work.,11d5b25d-8c48-5595-bafd-05659c1a2154,What is the purpose of the Jobcentre Plus Travel Discount Card?,general claim benefits
Child Benefit is a payment made to parents or guardians to help with the cost of raising children.,This card offers discounted travel for job seekers to attend interviews and work.,11d5b25d-8c48-5595-bafd-05659c1a2154,Who can benefit from the Jobcentre Plus Travel Discount Card?,general claim benefits
This card offers discounted travel for job seekers to attend interviews and work.,This card offers discounted travel for job seekers to attend interviews and work.,11d5b25d-8c48-5595-bafd-05659c1a2154,How can the Jobcentre Plus Travel Discount Card assist job seekers?,general claim benefits
This card offers discounted travel for job seekers to attend interviews and work.,This card offers discounted travel for job seekers to attend interviews and work.,11d5b25d-8c48-5595-bafd-05659c1a2154,What type of discount does the Jobcentre Plus Travel Discount Card provide?,general claim benefits
This card offers discounted travel for job seekers to attend interviews and work.,This card offers discounted travel for job seekers to attend interviews and work.,11d5b25d-8c48-5595-bafd-05659c1a2154,For what activities is the Jobcentre Plus Travel Discount Card useful?,general claim benefits
Support includes Carer’s Credit and other financial aid.,Some local councils offer grants or vouchers to help with the cost of school uniforms.,014d43d1-c6f6-5ed9-a2da-e3d7f3f0800d,What assistance is available for school uniforms?,general claim benefits
Some local councils offer grants or vouchers to help with the cost of school uniforms.,Some local councils offer grants or vouchers to help with the cost of school uniforms.,014d43d1-c6f6-5ed9-a2da-e3d7f3f0800d,Do local councils provide help with school uniform expenses?,general claim benefits
Some local councils offer grants or vouchers to help with the cost of school uniforms.,Some local councils offer grants or vouchers to help with the cost of school uniforms.,014d43d1-c6f6-5ed9-a2da-e3d7f3f0800d,Are there grants for buying school uniforms?,general claim benefits
Carer’s Allowance is the main benefit for carers with additional support available through other benefits.,Some local councils offer grants or vouchers to help with the cost of school uniforms.,014d43d1-c6f6-5ed9-a2da-e3d7f3f0800d,Can vouchers be obtained for school uniform costs?,general claim benefits
Some local councils offer grants or vouchers to help with the cost of school uniforms.,Some local councils offer grants or vouchers to help with the cost of school uniforms.,014d43d1-c6f6-5ed9-a2da-e3d7f3f0800d,Is there financial support for school uniforms for low-income families?,general claim benefits
You can claim back a portion of your childcare costs if you’re eligible.,The Winter Fuel Payment helps with heating costs during the winter months.,33b01b49-9b71-5340-b195-6d5effff6e52,What assistance is available for heating costs in winter?,general claim benefits
The Winter Fuel Payment helps with heating costs during the winter months.,The Winter Fuel Payment helps with heating costs during the winter months.,33b01b49-9b71-5340-b195-6d5effff6e52,What type of costs does the Winter Fuel Payment cover?,general claim benefits
Category: Manage existing benefit,The Winter Fuel Payment helps with heating costs during the winter months.,33b01b49-9b71-5340-b195-6d5effff6e52,Who can benefit from the Winter Fuel Payment?,general claim benefits
You can change your payment method by updating your account details online.,The Winter Fuel Payment helps with heating costs during the winter months.,33b01b49-9b71-5340-b195-6d5effff6e52,When is the Winter Fuel Payment applicable?,general claim benefits
The Winter Fuel Payment helps with heating costs during the winter months.,The Winter Fuel Payment helps with heating costs during the winter months.,33b01b49-9b71-5340-b195-6d5effff6e52,Is the Winter Fuel Payment targeted at low-income individuals?,general claim benefits
